id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2490374567,201,1,1,22,36,eh54mfvjtrttgsg1wbjnvxcqz,1,33.8,15.5,2022-12-11T13:55:18.285Z,2022-12-11T13:55:19Z,3940876961,140,34.5,3940876959,56,Back,3940876963,141,4.9,3940876967,213,4.8,3940876965,212,7.2,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374577,202,50,1,22,36,eh54mfvjtrttgsg1wbjnvxcqz,1,36.3,6.1,2022-12-11T13:55:18.704Z,2022-12-11T13:55:21Z,3940877019,286,,3940877063,233,172,3940877017,56,Back,,,,,,,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374559,172,7,1,22,36,zjawy6qdzk3y69v5pa3zl2cb,0,63.7,93.9,2022-12-11T13:55:18.705Z,2022-12-11T13:55:21Z,3940877029,233,202,3940876937,285,,3940876935,56,Left,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374623,203,1,1,22,39,eh54mfvjtrttgsg1wbjnvxcqz,1,23.7,12,2022-12-11T13:55:21.469Z,2022-12-11T13:55:25Z,3940877279,140,4.2,3940877285,213,2.6,3940877281,141,28.8,3940877277,56,Back,3940877283,212,23.4,,,,,,,,,,36d4zodjdvtc8w1q4p940cx2i,R. Mulders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374635,204,1,1,22,43,eh54mfvjtrttgsg1wbjnvxcqz,0,5.3,17.6,2022-12-11T13:55:25.390Z,2022-12-11T13:55:29Z,3940877351,141,0.0,3940877349,140,45.5,3940877353,212,44.3,3940877347,56,Back,3940877345,157,,3940877355,213,6.0,3940877357,1,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374817,173,5,1,22,44,zjawy6qdzk3y69v5pa3zl2cb,1,56.6,101.9,2022-12-11T13:55:26.701Z,2022-12-11T14:00:24Z,3940878297,347,,3940878295,56,Left,3940878299,233,205,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374647,205,5,1,22,44,eh54mfvjtrttgsg1wbjnvxcqz,0,43.4,-1.9,2022-12-11T13:55:26.701Z,2022-12-11T13:55:46Z,3940877391,347,,3940878307,233,173,3940877389,56,Back,,,,,,,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374825,174,1,1,23,3,zjawy6qdzk3y69v5pa3zl2cb,1,64.2,100,2022-12-11T13:55:44.818Z,2022-12-11T13:55:46Z,3940878337,107,,3940878343,141,96.2,3940878347,213,3.8,3940878345,212,5.9,3940878341,140,59.8,3940878339,56,Left,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374831,175,1,1,23,4,zjawy6qdzk3y69v5pa3zl2cb,1,61,96.2,2022-12-11T13:55:46.738Z,2022-12-11T13:55:47Z,3940878385,213,0.3,3940878379,140,65.1,3940878383,212,4.5,3940878377,56,Left,3940878381,141,98.1,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374851,176,1,1,23,5,zjawy6qdzk3y69v5pa3zl2cb,1,64.8,98.1,2022-12-11T13:55:47.490Z,2022-12-11T13:55:49Z,3940878471,56,Back,3940878479,213,3.2,3940878473,140,38.3,3940878477,212,27.9,3940878475,141,95.4,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374877,177,1,1,23,8,zjawy6qdzk3y69v5pa3zl2cb,1,36.7,93.2,2022-12-11T13:55:49.834Z,2022-12-11T13:55:53Z,3940878599,140,19.9,3940878605,213,4.0,3940878603,212,26.0,3940878601,141,65.2,3940878597,56,Back,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374901,178,1,1,23,11,zjawy6qdzk3y69v5pa3zl2cb,1,22.3,61.4,2022-12-11T13:55:53.563Z,2022-12-11T13:56:35Z,3940878729,213,0.4,3940878721,56,Left,3940878731,1,,3940878723,140,72.9,3940878719,157,,3940878725,141,91.8,3940878727,212,57.0,,,,8l31bne12p5cp51o46h92zjrp,R. Koeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374917,179,1,1,23,15,zjawy6qdzk3y69v5pa3zl2cb,1,81.3,91.4,2022-12-11T13:55:57.507Z,2022-12-11T13:56:00Z,3940878839,56,Left,3940878841,140,67.3,3940878849,213,3.4,3940878847,212,15.3,3940878843,141,85.0,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374929,180,1,1,23,18,zjawy6qdzk3y69v5pa3zl2cb,1,69.2,84.2,2022-12-11T13:55:59.978Z,2022-12-11T13:56:01Z,3940878917,213,0.4,3940878915,212,18.4,3940878913,141,93.6,3940878911,140,85.6,3940878909,56,Left,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374941,181,1,1,23,19,zjawy6qdzk3y69v5pa3zl2cb,0,85.7,93,2022-12-11T13:56:01.635Z,2022-12-11T13:56:03Z,3940878983,56,Center,3940878987,141,59.9,3940878985,140,95.3,3940878991,213,5.1,3940878981,155,,3940878989,212,24.7,3940878979,2,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374951,206,8,1,23,23,eh54mfvjtrttgsg1wbjnvxcqz,1,2.2,38,2022-12-11T13:56:04.958Z,2022-12-11T13:56:05Z,3940879049,56,Back,,,,,,,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374963,207,49,1,23,24,eh54mfvjtrttgsg1wbjnvxcqz,1,2.3,34.8,2022-12-11T13:56:06.143Z,2022-12-11T13:56:06Z,,,,,,,,,,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374971,208,12,1,23,24,eh54mfvjtrttgsg1wbjnvxcqz,1,2.3,34.8,2022-12-11T13:56:06.511Z,2022-12-11T13:56:08Z,3940879133,213,5.5,3940879127,140,27.1,3940879125,56,Back,3940879131,212,35.7,3940879161,167,,3940879129,141,0.0,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375019,182,5,1,23,25,zjawy6qdzk3y69v5pa3zl2cb,1,75.1,101.2,2022-12-11T13:56:07.179Z,2022-12-11T13:56:13Z,3940879425,233,209,3940879375,347,,3940879373,56,Left,,,,,,,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490374975,209,5,1,23,25,eh54mfvjtrttgsg1wbjnvxcqz,0,24.9,-1.2,2022-12-11T13:56:07.179Z,2022-12-11T14:00:24Z,3940879439,233,182,3940879149,347,,3940879147,56,Back,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375035,183,1,1,23,30,zjawy6qdzk3y69v5pa3zl2cb,1,77.3,100,2022-12-11T13:56:12.619Z,2022-12-11T13:56:13Z,3940879469,212,11.4,3940879461,107,,3940879471,213,5.8,3940879463,56,Left,3940879465,140,86.7,3940879467,141,93.0,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375099,184,1,1,23,31,zjawy6qdzk3y69v5pa3zl2cb,1,87.1,93.5,2022-12-11T13:56:13.755Z,2022-12-11T13:56:22Z,3940879861,141,97.2,3940879857,56,Left,3940879863,212,10.0,3940879859,140,77.9,3940879865,213,2.9,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375101,185,4,1,23,39,zjawy6qdzk3y69v5pa3zl2cb,1,69.3,95.1,2022-12-11T13:56:20.988Z,2022-12-11T14:00:28Z,3940879875,265,,3940891349,233,210,3940879877,286,,3940879873,152,,3940879869,13,,3940879871,56,Left,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375175,210,4,1,23,39,eh54mfvjtrttgsg1wbjnvxcqz,0,30.7,4.9,2022-12-11T13:56:20.989Z,2022-12-11T14:00:28Z,3940880217,152,,3940880215,56,Back,3940880221,285,,3940880213,13,,3940891363,233,185,3940880219,265,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375373,186,1,1,23,59,zjawy6qdzk3y69v5pa3zl2cb,1,67.7,94.8,2022-12-11T13:56:41.501Z,2022-12-11T13:56:59Z,3940881279,5,,3940881721,154,,3940881289,141,51.2,3940881295,1,,3940881285,56,Center,3940881287,140,87.6,3940881277,2,,3940881719,210,13,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,3940881293,213,5.3,3940881281,155,,3940881291,212,3940881283,152,1,,,,,36.3,,,,,,,,,,,,,,,,,
2490375375,187,13,1,24,5,zjawy6qdzk3y69v5pa3zl2cb,1,87.5,50.1,2022-12-11T13:56:47.685Z,2022-12-11T13:56:59Z,3940881747,102,62.2,3940881303,17,,3940881583,24,,3940881749,103,25,3940881585,15,,3940881753,231,49.8,3940881743,55,186,3940881737,73,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,3940881305,56,Center,3940881751,230,98.1,3940881739,29,3940881589,328,,,3940881741,154,,,,,,,,,,,,,,,,,,,
2490375385,188,5,1,24,6,zjawy6qdzk3y69v5pa3zl2cb,0,101.5,64.2,2022-12-11T13:56:48.512Z,2022-12-11T14:00:25Z,3940881401,233,211,3940881379,346,,3940881375,56,Center,,,,,,,,,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375371,211,5,1,24,6,eh54mfvjtrttgsg1wbjnvxcqz,1,-1.5,35.8,2022-12-11T13:56:48.512Z,2022-12-11T13:56:49Z,3940881269,56,Back,3940881271,346,,3940881395,233,188,,,,,,,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375495,212,1,1,24,23,eh54mfvjtrttgsg1wbjnvxcqz,1,3.2,41,2022-12-11T13:57:05.617Z,2022-12-11T13:57:07Z,3940882081,140,6.2,3940882079,56,Back,3940882083,141,66.6,3940882077,124,,3940882087,213,1.4,3940882085,212,17.7,3940882091,237,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375505,213,1,1,24,25,eh54mfvjtrttgsg1wbjnvxcqz,1,6.2,66.6,2022-12-11T13:57:07.297Z,2022-12-11T13:57:08Z,3940882147,212,15.1,3940882145,141,44.8,3940882141,56,Back,3940882143,140,3.4,3940882149,213,4.5,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375543,214,1,1,24,26,eh54mfvjtrttgsg1wbjnvxcqz,1,3.4,44.8,2022-12-11T13:57:08.305Z,2022-12-11T13:57:13Z,3940882357,141,64.9,3940882361,213,1.4,3940882355,140,5.6,3940882353,56,Back,3940882359,212,13.9,,,,,,,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375607,215,1,1,24,31,eh54mfvjtrttgsg1wbjnvxcqz,1,8.1,76.9,2022-12-11T13:57:13.057Z,2022-12-11T13:57:17Z,3940882651,56,Back,3940882659,213,4.4,3940882657,212,16.9,3940882655,141,53.6,3940882653,140,2.5,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375649,216,1,1,24,35,eh54mfvjtrttgsg1wbjnvxcqz,0,2.6,43.7,2022-12-11T13:57:17.266Z,2022-12-11T13:57:22Z,3940882857,140,49.2,3940882863,213,0.3,3940882861,212,51.3,3940882855,56,Back,3940882865,1,,3940882853,157,,3940882859,141,66.3,,,,4jvk1ex8dsjj498vqzqhfmqxh,W. van der Steen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375703,189,1,1,24,41,zjawy6qdzk3y69v5pa3zl2cb,1,44.5,46,2022-12-11T13:57:23.750Z,2022-12-11T13:57:26Z,3940883093,213,5.7,3940883089,141,33.0,3940883087,140,56.6,3940883085,56,Center,3940883091,212,15.5,3940883083,3,,,,,,,,1qqqigufis9zdf4mdqt6mgfl5,Ö. Aktaş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375705,190,50,1,24,42,zjawy6qdzk3y69v5pa3zl2cb,1,62,26.2,2022-12-11T13:57:24.112Z,2022-12-11T13:57:27Z,3940883097,56,Center,3940883099,286,,3940883109,233,217,,,,,,,,,,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375681,217,7,1,24,42,eh54mfvjtrttgsg1wbjnvxcqz,0,38,73.8,2022-12-11T13:57:24.113Z,2022-12-11T13:57:27Z,3940882995,56,Back,3940883105,233,190,3940882997,285,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375709,191,49,1,24,42,zjawy6qdzk3y69v5pa3zl2cb,1,63.3,28.5,2022-12-11T13:57:24.591Z,2022-12-11T13:57:38Z,,,,,,,,,,,,,,,,,,,,,,,,,ajt9gf8zqsc3m6z4kof5m99ii,Y. Boussakou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375773,192,1,1,24,49,zjawy6qdzk3y69v5pa3zl2cb,1,77.6,10,2022-12-11T13:57:30.910Z,2022-12-11T13:57:35Z,3940883393,56,Center,3940883399,212,7.7,3940883401,213,1.4,3940883395,140,78.5,3940883397,141,21.2,,,,,,,,,,61wt62anweh75oguqg0vbozu2,A. Bensabouh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375777,193,61,1,24,53,zjawy6qdzk3y69v5pa3zl2cb,0,78.6,18.9,2022-12-11T13:57:34.999Z,2022-12-11T13:57:35Z,3940883417,56,Right,,,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375791,218,49,1,24,54,eh54mfvjtrttgsg1wbjnvxcqz,1,22.2,92.4,2022-12-11T13:57:36.499Z,2022-12-11T13:57:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375839,219,1,1,24,55,eh54mfvjtrttgsg1wbjnvxcqz,1,24.5,92.9,2022-12-11T13:57:37.762Z,2022-12-11T13:57:42Z,3940883747,140,40.8,3940883753,213,5.3,3940883745,56,Back,3940883755,1,,3940883751,212,33.4,3940883749,141,50.7,,,,,,,7afaygi7b8fmxr885zaezaay1,J. Konings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375849,220,61,1,25,0,eh54mfvjtrttgsg1wbjnvxcqz,0,40.8,50.9,2022-12-11T13:57:41.938Z,2022-12-11T13:57:42Z,3940883803,56,Back,,,,,,,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375843,194,49,1,25,0,zjawy6qdzk3y69v5pa3zl2cb,1,46.3,68.8,2022-12-11T13:57:41.991Z,2022-12-11T13:57:42Z,,,,,,,,,,,,,,,,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375877,195,1,1,25,0,zjawy6qdzk3y69v5pa3zl2cb,1,46.3,68.8,2022-12-11T13:57:42.242Z,2022-12-11T13:57:45Z,3940883949,141,68.2,3940883953,213,6.2,3940883947,140,53.2,3940883951,212,7.3,3940883945,56,Center,,,,,,,,,,46oot98163lb6atyes4j0mup5,D. Blackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375911,196,1,1,25,3,zjawy6qdzk3y69v5pa3zl2cb,1,58.7,71.5,2022-12-11T13:57:44.999Z,2022-12-11T13:57:49Z,3940884127,213,5.5,3940884125,212,22.8,3940884119,56,Center,3940884123,141,47.6,3940884121,140,73.9,,,,,,,,,,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375917,197,50,1,25,7,zjawy6qdzk3y69v5pa3zl2cb,1,77.1,49.5,2022-12-11T13:57:48.866Z,2022-12-11T13:57:51Z,3940884137,56,Center,3940884231,233,221,3940884139,286,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375913,221,7,1,25,7,eh54mfvjtrttgsg1wbjnvxcqz,0,22.9,50.5,2022-12-11T13:57:48.867Z,2022-12-11T13:57:51Z,3940884133,56,Back,3940884225,233,197,3940884135,285,,,,,,,,,,,,,,,,,8zj8e6ovo1bt0d67klra3yh3o,S. Maas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375967,198,3,1,25,9,zjawy6qdzk3y69v5pa3zl2cb,1,80.6,53.7,2022-12-11T13:57:51.048Z,2022-12-11T13:57:54Z,3940884359,286,,3940884387,233,222,3940884357,56,Center,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375943,222,45,1,25,9,eh54mfvjtrttgsg1wbjnvxcqz,0,19.4,46.3,2022-12-11T13:57:51.048Z,2022-12-11T13:57:54Z,3940884269,285,,3940884405,233,198,3940884265,56,Back,,,,,,,,,,,,,,,,abgkpku77iidahswqpvce5gtm,T. van Grunsven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375973,199,15,1,25,11,zjawy6qdzk3y69v5pa3zl2cb,1,86.4,63,2022-12-11T13:57:53.312Z,2022-12-11T13:58:14Z,3940885297,76,,3940884859,72,,3940885309,147,61.4,3940885305,458,,3940885307,146,89.7,3940885299,102,52.1,3940884865,82,,3940884873,233,223,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,3940884377,17,,3940885311,230,98.5,3940884375,22,3940885301,103,,11.1,3940884379,56,Center,,3940885313,231,52.0,3940885303,215,,,,,,,,,,,,
2490375977,223,10,1,25,11,eh54mfvjtrttgsg1wbjnvxcqz,1,6.3,38,2022-12-11T13:57:53.412Z,2022-12-11T13:58:05Z,3940884409,94,,3940884891,233,199,3940884411,56,Back,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376011,200,6,1,25,13,zjawy6qdzk3y69v5pa3zl2cb,1,91.9,62.2,2022-12-11T13:57:54.979Z,2022-12-11T14:00:27Z,3940884575,56,Center,3940884613,233,224,3940884577,73,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490375995,224,6,1,25,13,eh54mfvjtrttgsg1wbjnvxcqz,0,8.1,37.8,2022-12-11T13:57:54.979Z,2022-12-11T13:57:58Z,3940884489,56,Back,3940884635,233,200,3940884493,73,,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376323,201,1,1,25,50,zjawy6qdzk3y69v5pa3zl2cb,0,99.5,99.5,2022-12-11T13:58:32.641Z,2022-12-11T13:58:38Z,3940886255,212,28.1,3940886243,6,,3940886257,213,4.6,3940886253,141,58.5,3940886247,223,,3940886245,155,,3940886241,2,,3940886249,56,Center,a49duk4f5m5zmyvwht0ikal05,T. Overtoom,3940886251,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376321,225,44,1,25,53,eh54mfvjtrttgsg1wbjnvxcqz,1,3.2,41.8,2022-12-11T13:58:35.669Z,2022-12-11T13:58:37Z,3940886239,285,,3940886297,233,202,3940886237,56,Back,,,,,,,,,,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376325,202,44,1,25,53,zjawy6qdzk3y69v5pa3zl2cb,0,96.8,58.2,2022-12-11T13:58:35.670Z,2022-12-11T13:58:38Z,3940886317,233,225,3940886261,56,Center,3940886263,286,,,,,,,,,,,,,,,,,2pva2d9if0phol0efqnur68a2,C. Giousis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376329,226,12,1,25,54,eh54mfvjtrttgsg1wbjnvxcqz,1,3.4,43.3,2022-12-11T13:58:36.122Z,2022-12-11T13:58:37Z,3940886269,141,24.0,3940886271,212,26.4,3940886273,213,5.8,3940886287,15,,3940886265,56,Back,3940886267,140,25.2,,,,,,,a5j0tndc5032lgmuv1vqd2cix,V. van den Bogert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376373,203,44,1,25,57,zjawy6qdzk3y69v5pa3zl2cb,1,73.1,77,2022-12-11T13:58:39.235Z,2022-12-11T13:58:43Z,3940886495,286,,3940886515,233,227,3940886493,56,Center,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376341,227,44,1,25,57,eh54mfvjtrttgsg1wbjnvxcqz,0,26.9,23,2022-12-11T13:58:39.236Z,2022-12-11T13:58:43Z,3940886347,56,Back,3940886537,233,203,3940886349,285,,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376375,204,8,1,26,0,zjawy6qdzk3y69v5pa3zl2cb,1,73.3,73.2,2022-12-11T13:58:42.474Z,2022-12-11T13:58:44Z,3940886509,56,Center,3940886541,15,,,,,,,,,,,,,,,,,,,,4j7mtyvi7jg9e4ontiyt9vwbu,C. Seedorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376381,228,49,1,26,1,eh54mfvjtrttgsg1wbjnvxcqz,1,46,14.6,2022-12-11T13:58:43.781Z,2022-12-11T13:58:44Z,,,,,,,,,,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376393,229,1,1,26,2,eh54mfvjtrttgsg1wbjnvxcqz,1,46,14.6,2022-12-11T13:58:44.180Z,2022-12-11T13:58:45Z,3940886591,56,Center,3940886599,213,0.9,3940886593,140,56.4,3940886597,212,17.5,3940886595,141,34.8,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376403,230,1,1,26,3,eh54mfvjtrttgsg1wbjnvxcqz,1,56.4,34.8,2022-12-11T13:58:45.012Z,2022-12-11T13:58:46Z,3940886661,213,4.0,3940886655,140,52.8,3940886657,141,28.8,3940886653,56,Center,3940886659,212,5.6,,,,,,,,,,8mq0q8ebkt20p1pm35z3qma22,A. Ahannach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376415,205,45,1,26,4,zjawy6qdzk3y69v5pa3zl2cb,0,42.6,71.8,2022-12-11T13:58:46.203Z,2022-12-11T13:58:50Z,3940886719,56,Back,3940886721,285,,3940886871,233,231,,,,,,,,,,,,,,,,5wg2ysvwk3q67osv2nnbav4yx,T. Oude Kotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376445,231,3,1,26,4,eh54mfvjtrttgsg1wbjnvxcqz,1,57.4,28.2,2022-12-11T13:58:46.203Z,2022-12-11T13:58:50Z,3940886853,286,,3940886861,233,205,3940886849,56,Center,,,,,,,,,,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376449,232,1,1,26,7,eh54mfvjtrttgsg1wbjnvxcqz,0,56.3,33.3,2022-12-11T13:58:49.685Z,2022-12-11T13:58:53Z,3940886881,140,73.9,3940886883,141,19.4,3940886877,155,,3940886879,56,Right,3940886887,213,5.8,3940886885,212,20.8,,,,,,,74x54r0698ug6gzk9jwd86pxx,D. Verbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490376465,206,49,1,26,10,zjawy6qdzk3y69v5pa3zl2cb,1,30.5,87.4,2022-12-11T13:58:52.426Z,2022-12-11T13:58:52Z,,,,,,,,,,,,,,,,,,,,,,,,,m10ml783dkbr4i0fpb06cm3t,A. Najah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
