id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,assist,qualifier/15/value,qualifier/17/value,qualifier/18/value
2446387693,248,49,1,32,14,89xivtxk59uzvhdsd6miao6tm,1,34.9,14.9,2022-08-14T19:33:10.421Z,2022-08-15T11:04:10Z,,,,,,,,,,,,,,,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446572401,787,3,1,32,16,89xivtxk59uzvhdsd6miao6tm,1,34.4,18.2,2022-08-14T19:33:11.671Z,2022-08-15T11:04:09Z,3708911807,286,,3708911805,56,Back,3708911913,465,,3708938949,233,864,3709098149,178,,,,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446572403,864,45,1,32,16,547zzwqbiugzphhnrhj3z5k5i,0,65.6,81.8,2022-08-14T19:33:11.671Z,2022-08-15T11:04:09Z,3708938961,233,787,3708911815,285,,3708911813,56,Left,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446387785,249,1,1,32,17,89xivtxk59uzvhdsd6miao6tm,1,38.2,24.7,2022-08-14T19:33:13.158Z,2022-08-15T11:04:09Z,3707856921,141,51.0,3707856925,212,20.7,3707856919,140,28.3,3709098349,178,,3707856927,213,2.1,3707856917,56,Back,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446387801,250,1,1,32,23,89xivtxk59uzvhdsd6miao6tm,1,35.9,58.6,2022-08-14T19:33:18.732Z,2022-08-15T11:04:08Z,3707856995,141,48.4,3707856999,213,5.3,3707856991,56,Back,3707856993,140,40.2,3709098437,178,,3707856997,212,8.3,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446387905,251,1,1,32,24,89xivtxk59uzvhdsd6miao6tm,1,41.5,52.7,2022-08-14T19:33:19.499Z,2022-08-15T11:04:07Z,3707857653,212,22.8,3707857641,56,Back,3707857649,141,21.9,3707857645,140,32.8,3707857659,213,4.3,3709098611,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446387923,252,1,1,32,33,89xivtxk59uzvhdsd6miao6tm,1,45,31.8,2022-08-14T19:33:29.009Z,2022-08-15T11:04:04Z,3707857749,141,33.3,3707857741,56,Center,3707857745,140,55.4,3707857753,213,0.1,3707857751,212,11.0,3709099349,178,,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446387979,253,1,1,32,34,89xivtxk59uzvhdsd6miao6tm,1,52.3,35.1,2022-08-14T19:33:29.811Z,2022-08-15T11:04:04Z,3707858085,56,Back,3707858089,141,36.1,3707858091,212,32.3,3707858095,1,,3707858087,140,21.5,3709099457,178,,3707858093,213,3.1,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388053,254,1,1,32,39,89xivtxk59uzvhdsd6miao6tm,1,22.5,38.3,2022-08-14T19:33:35.277Z,2022-08-15T11:04:03Z,3707858493,1,,3707858483,56,Back,3707858487,141,88.6,3707858491,213,1.6,3707858489,212,34.3,3707858485,140,20.8,3709099587,178,,,,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388185,255,1,1,32,45,89xivtxk59uzvhdsd6miao6tm,1,22.3,95.5,2022-08-14T19:33:40.684Z,2022-08-15T11:04:02Z,3709400861,1,,3707859273,140,8.7,3707859275,141,52.1,3709099785,178,,3707859279,213,4.3,3707859271,56,Back,3707859277,212,32.8,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388211,256,1,1,32,55,89xivtxk59uzvhdsd6miao6tm,1,15.9,45.7,2022-08-14T19:33:50.573Z,2022-08-15T11:03:59Z,3707859455,141,88.7,3707859459,213,0.5,3707859451,56,Left,3707859457,212,66.5,3707859453,140,72.8,3707859461,1,,3707859449,157,,3709099963,178,,jflu7a5n4f3ezoj20z0kje5m,M. Vandevoordt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388217,257,44,1,32,58,89xivtxk59uzvhdsd6miao6tm,1,64.5,80.6,2022-08-14T19:33:53.703Z,2022-08-15T11:03:59Z,3707859481,286,,3707859479,56,Left,3707859495,233,213,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388205,213,44,1,32,58,547zzwqbiugzphhnrhj3z5k5i,0,35.5,19.4,2022-08-14T19:33:53.704Z,2022-08-15T11:03:59Z,3707859499,233,257,3707859403,285,,3707859401,56,Back,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388237,258,1,1,32,58,89xivtxk59uzvhdsd6miao6tm,0,64.6,79.6,2022-08-14T19:33:53.827Z,2022-08-15T11:03:58Z,3707859593,213,5.8,3709100365,388,,3707859583,3,,3707859591,212,24.1,3707859587,140,85.1,3707859585,56,Center,3707859589,141,63.6,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388243,214,49,1,33,0,547zzwqbiugzphhnrhj3z5k5i,1,22.3,32.9,2022-08-14T19:33:56.297Z,2022-08-15T11:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388279,215,1,1,33,0,547zzwqbiugzphhnrhj3z5k5i,1,22.3,32.9,2022-08-14T19:33:56.306Z,2022-08-15T11:03:58Z,3707859853,213,2.7,3707859849,141,45.5,3707859845,56,Back,3707859847,140,5.5,3707859851,212,19.6,3709100799,178,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388301,216,1,1,33,3,547zzwqbiugzphhnrhj3z5k5i,0,5.1,38.1,2022-08-14T19:33:58.649Z,2022-08-15T11:03:57Z,3709101001,178,,3707859933,56,Center,3708912515,157,,3707859943,1,,3707859939,212,64.7,3707859935,140,66.7,3707859941,213,6.3,3707859937,141,37.7,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388297,259,49,1,33,6,89xivtxk59uzvhdsd6miao6tm,1,45.2,71.9,2022-08-14T19:34:02.212Z,2022-08-15T11:03:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388339,260,1,1,33,8,89xivtxk59uzvhdsd6miao6tm,1,49.5,82.1,2022-08-14T19:34:04.269Z,2022-08-15T11:03:56Z,3707860217,213,0.2,3707860215,212,23.6,3707860211,140,71.4,3707860209,56,Left,3709101201,178,,3707860213,141,89.6,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388359,261,1,1,33,9,89xivtxk59uzvhdsd6miao6tm,1,65.5,91.8,2022-08-14T19:34:05.225Z,2022-08-15T11:03:56Z,3707860351,213,5.4,3707860343,56,Center,3709101577,178,,3707860347,141,77.2,3707860345,140,72.8,3707860349,212,12.5,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388377,217,45,1,33,11,547zzwqbiugzphhnrhj3z5k5i,0,29.4,24.5,2022-08-14T19:34:06.813Z,2022-08-15T10:53:16Z,3707860609,233,262,3707860457,285,,3707860455,56,Back,,,,,,,,,,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388403,262,3,1,33,11,89xivtxk59uzvhdsd6miao6tm,1,70.6,75.5,2022-08-14T19:34:06.813Z,2022-08-15T10:53:17Z,3707860587,56,Center,3707860595,233,217,3708913237,465,,3707860589,286,,3709101877,178,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388415,263,3,1,33,14,89xivtxk59uzvhdsd6miao6tm,0,90,63.5,2022-08-14T19:34:09.733Z,2022-08-15T11:03:55Z,3707860657,286,,3707861741,233,218,3708914075,465,,3707860655,56,Center,3709102913,178,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388419,218,7,1,33,14,547zzwqbiugzphhnrhj3z5k5i,0,10,36.5,2022-08-14T19:34:09.806Z,2022-08-15T11:03:54Z,3709103113,178,,3707860677,56,Back,3708914043,385,,3707861737,233,263,3707860679,285,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388485,264,13,1,33,17,89xivtxk59uzvhdsd6miao6tm,1,90.8,56.8,2022-08-14T19:34:13.392Z,2022-08-15T11:03:53Z,3707863149,74,,3707861043,17,,3707863153,103,79.2,3707863159,230,93.5,3707863151,102,50.4,3707861041,22,,3707863157,458,,3709103261,178,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,3707863161,231,53.6,3707863155,215,,3707862721,20,,3707861045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388447,219,5,1,33,18,547zzwqbiugzphhnrhj3z5k5i,1,-1.2,45,2022-08-14T19:34:14.138Z,2022-08-15T07:47:03Z,3707860847,346,,3707860845,56,Back,3707864061,233,265,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388515,265,5,1,33,18,89xivtxk59uzvhdsd6miao6tm,0,101.2,55,2022-08-14T19:34:14.138Z,2022-08-15T07:47:03Z,3707861253,346,,3707861247,56,Center,3707864065,233,219,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388791,220,1,1,33,51,547zzwqbiugzphhnrhj3z5k5i,1,5.5,49.8,2022-08-14T19:34:47.111Z,2022-08-15T11:03:53Z,3707862955,213,5.7,3707862961,237,,3707862945,124,,3707862957,1,,3707865229,189,,3707862951,141,19.2,3707862947,56,Back,3707862953,212,38.2,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,3707862949,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388819,222,3,1,33,52,547zzwqbiugzphhnrhj3z5k5i,0,44.6,13.4,2022-08-14T19:34:48.035Z,2022-08-15T11:03:52Z,3707863363,233,266,3709103835,178,,3708915139,464,,3707863133,56,Back,3709345217,286,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388835,266,7,1,33,52,89xivtxk59uzvhdsd6miao6tm,0,55.4,86.6,2022-08-14T19:34:48.166Z,2022-08-15T11:03:52Z,3707863343,233,222,3709103993,178,,3709345241,285,,3707863283,56,Left,3708915195,385,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388815,221,43,1,33,54,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-14T19:34:49.888Z,2022-08-15T03:46:07Z,3708914917,144,1,3707863117,140,34.1,3707863121,212,17.0,3707863119,141,29.2,3707863115,56,Back,3707865301,189,0,3707863123,213,4.3,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388849,223,1,1,33,54,547zzwqbiugzphhnrhj3z5k5i,1,40.6,11,2022-08-14T19:34:49.909Z,2022-08-15T11:03:51Z,3709104281,178,,3707863393,212,13.1,3707863385,56,Back,3707863389,140,28.5,3707863391,141,15.9,3707863395,213,2.9,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388881,224,1,1,33,56,547zzwqbiugzphhnrhj3z5k5i,1,31.2,14,2022-08-14T19:34:51.904Z,2022-08-15T11:03:51Z,3709104421,178,,3707863601,213,2.2,3707863593,56,Back,3707863597,141,61.2,3708915463,1,,3707863599,212,39.4,3707863595,140,9.4,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388905,225,1,1,33,59,547zzwqbiugzphhnrhj3z5k5i,1,10.8,57.1,2022-08-14T19:34:54.805Z,2022-08-15T11:03:50Z,3709105261,178,,3707863753,140,32.7,3707863757,212,29.3,3707863755,141,83.9,3707863759,213,0.7,3707863751,56,Back,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388917,226,1,1,34,1,547zzwqbiugzphhnrhj3z5k5i,1,26.3,82.8,2022-08-14T19:34:57.221Z,2022-08-15T11:03:50Z,3707863845,140,28.5,3707863841,56,Back,3707863853,212,15.5,3707863855,213,4.9,3709105497,178,,3707863851,141,60.2,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388923,227,1,1,34,5,547zzwqbiugzphhnrhj3z5k5i,1,26,61.1,2022-08-14T19:35:00.927Z,2022-08-15T11:03:49Z,3707863893,56,Back,3709105601,178,,3707863899,212,21.1,3707863895,140,28.8,3707863901,213,4.9,3707863897,141,30.4,,,,,,,c3jbxepn3kto8fqtdewnghp05,Borja López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388979,228,1,1,34,8,547zzwqbiugzphhnrhj3z5k5i,1,33.4,23.1,2022-08-14T19:35:04.060Z,2022-08-15T11:03:49Z,3707864307,212,10.7,3709105725,178,,3707864305,141,7.4,3707864309,213,4.8,3707864301,56,Back,3707864303,140,34.2,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388987,229,1,1,34,10,547zzwqbiugzphhnrhj3z5k5i,0,44.5,2.4,2022-08-14T19:35:06.324Z,2022-08-15T11:03:48Z,3707864383,212,19.5,3707864379,140,62.9,3707864385,213,6.1,3707864381,141,0.0,3707864377,56,Right,3709105919,178,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446388989,230,5,1,34,12,547zzwqbiugzphhnrhj3z5k5i,0,62.3,-1.8,2022-08-14T19:35:07.953Z,2022-08-15T07:49:17Z,3707864393,347,,3707865257,233,267,3707864391,56,Right,,,,,,,,,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389139,267,5,1,34,12,89xivtxk59uzvhdsd6miao6tm,1,37.7,101.8,2022-08-14T19:35:07.953Z,2022-08-15T07:49:16Z,3707865239,56,Back,3707865241,347,,3707865251,233,230,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389159,268,1,1,34,34,89xivtxk59uzvhdsd6miao6tm,1,35.5,100,2022-08-14T19:35:29.722Z,2022-08-15T11:03:47Z,3707865341,107,,3707865349,212,10.3,3707865345,140,35.2,3707865347,141,86.8,3707865351,213,4.7,3707865343,56,Back,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389191,269,1,1,34,36,89xivtxk59uzvhdsd6miao6tm,1,33,90.3,2022-08-14T19:35:32.279Z,2022-08-15T11:03:47Z,3707865573,141,39.2,3709106619,178,,3707865575,212,34.8,3707865571,140,31.8,3707865579,1,,3707865569,56,Back,3707865577,213,4.7,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389201,270,1,1,34,43,89xivtxk59uzvhdsd6miao6tm,1,48.1,26.9,2022-08-14T19:35:38.937Z,2022-08-15T11:03:45Z,3707865643,212,21.7,3709106829,178,,3707865639,140,62.5,3707865641,141,4.1,3707865645,213,5.5,3707865637,56,Right,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389221,271,1,1,34,45,89xivtxk59uzvhdsd6miao6tm,0,60.3,3.6,2022-08-14T19:35:40.775Z,2022-08-15T11:03:45Z,3707865765,141,11.9,3707865761,56,Right,3707865769,213,0.4,3707865767,212,13.6,3707865763,140,72.1,3709106967,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446617899,1307,67,1,34,45,547zzwqbiugzphhnrhj3z5k5i,1,28.2,87.7,2022-08-14T19:35:41.418Z,2022-08-15T11:03:45Z,3709158451,233,1299,,,,,,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446617895,1299,67,1,34,45,89xivtxk59uzvhdsd6miao6tm,0,71.8,12.3,2022-08-14T19:35:41.419Z,2022-08-15T11:03:44Z,3709158467,233,1307,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389237,231,8,1,34,46,547zzwqbiugzphhnrhj3z5k5i,1,28,86.2,2022-08-14T19:35:41.526Z,2022-08-15T11:03:44Z,3709107225,178,,3707865843,56,Back,3708916031,385,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389247,232,5,1,34,46,547zzwqbiugzphhnrhj3z5k5i,0,35.6,101.8,2022-08-14T19:35:42.446Z,2022-08-15T07:50:22Z,3707865939,56,Back,3707866217,233,272,3707865941,347,,,,,,,,,,,,,,,,,3ve1os3e9tjd2isgxt11vzaei,O. Drambaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389293,272,5,1,34,46,89xivtxk59uzvhdsd6miao6tm,1,64.4,-1.8,2022-08-14T19:35:42.446Z,2022-08-15T07:50:22Z,3707866177,56,Right,3707866179,347,,3707866205,233,232,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389313,273,1,1,34,57,89xivtxk59uzvhdsd6miao6tm,1,67,0,2022-08-14T19:35:53.139Z,2022-08-15T11:03:44Z,3707866319,107,,3707866329,213,1.0,3707866321,56,Right,3707866325,141,9.4,3707866327,212,8.6,3707866323,140,71.6,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389343,274,1,1,34,59,89xivtxk59uzvhdsd6miao6tm,1,67.9,14.5,2022-08-14T19:35:55.350Z,2022-08-15T11:03:43Z,3707866517,141,86.0,3707866521,213,1.6,3707866519,212,48.7,3707866511,196,,3707866513,56,Left,3707866523,1,,3707866515,140,65.1,3709107717,178,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,3707866509,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389365,275,1,1,35,3,89xivtxk59uzvhdsd6miao6tm,1,59.6,72.4,2022-08-14T19:35:59.292Z,2022-08-15T11:03:42Z,3707866627,141,61.7,3707866617,56,Center,3709107817,178,,3707866621,140,68.3,3707866633,213,5.6,3707866631,212,11.7,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446618291,1303,67,1,35,4,89xivtxk59uzvhdsd6miao6tm,1,63.8,56.9,2022-08-14T19:36:00.056Z,2022-08-15T10:52:26Z,3709160041,233,1321,,,,,,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446618289,1321,67,1,35,4,547zzwqbiugzphhnrhj3z5k5i,0,36.2,43.1,2022-08-14T19:36:00.057Z,2022-08-15T10:52:26Z,3709160045,233,1303,,,,,,,,,,,,,,,,,,,,,,cg748vqllo7gdcz5id1gvqggl,N. Rommens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389399,276,1,1,35,4,89xivtxk59uzvhdsd6miao6tm,1,62,61.7,2022-08-14T19:36:00.147Z,2022-08-15T11:03:41Z,3707866787,212,19.6,3707866785,141,78.8,3707866781,56,Center,3707866789,213,0.6,3707866783,140,77.0,3709107927,178,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389407,277,3,1,35,5,89xivtxk59uzvhdsd6miao6tm,0,72,81.7,2022-08-14T19:36:01.212Z,2022-08-15T11:03:41Z,3707867039,211,,3709108241,178,,3707866853,56,Left,3707866855,286,,3708916255,465,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446618303,1323,43,1,35,5,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-14T19:36:01.247Z,2022-08-15T08:49:45Z,3709160231,144,82,3709160095,178,0,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389417,233,49,1,35,7,547zzwqbiugzphhnrhj3z5k5i,1,18.7,22.6,2022-08-14T19:36:03.123Z,2022-08-15T11:03:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446618389,1327,43,1,35,7,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2022-08-14T19:36:03.195Z,2022-08-15T08:50:06Z,3709160505,178,0,3709160659,144,82,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389475,234,61,1,35,10,547zzwqbiugzphhnrhj3z5k5i,0,14.3,3.6,2022-08-14T19:36:06.014Z,2022-08-15T11:03:39Z,3709108499,178,,3707867227,56,Back,,,,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389481,235,5,1,35,11,547zzwqbiugzphhnrhj3z5k5i,0,16.2,-0.8,2022-08-14T19:36:06.492Z,2022-08-15T07:51:29Z,3707867255,347,,3707867523,233,278,3707867253,56,Back,,,,,,,,,,,,,,,,7yek1fu5x7yoqc4raxja0i5uc,M. Tambedou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389529,278,5,1,35,11,89xivtxk59uzvhdsd6miao6tm,1,83.8,100.8,2022-08-14T19:36:06.492Z,2022-08-15T07:51:29Z,3707867489,56,Left,3707867507,233,235,3707867491,347,,,,,,,,,,,,,,,,,9pvc7e65cfgtuipfen5zt463t,M. Trésor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389573,279,1,1,35,18,89xivtxk59uzvhdsd6miao6tm,1,86.1,100,2022-08-14T19:36:14.221Z,2022-08-15T11:03:38Z,3707867717,56,Left,3707867719,140,94.9,3707867715,107,,3707867721,141,90.9,3707867725,213,5.6,3707867723,212,11.8,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446389583,280,2,1,35,21,89xivtxk59uzvhdsd6miao6tm,1,90.1,98.7,2022-08-14T19:36:16.889Z,2022-08-15T11:03:38Z,3707975703,7,d1rgv9cgncdgr1h61phrxoc89,3707867791,140,91.0,3707867793,141,95.8,3707867787,56,Left,3709109181,178,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
