id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,assist,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2507212027,113,1,1,13,2,2b57rbw94i9ohnbch52owvqtq,1,61.9,25.3,2023-02-12T18:30:43.540Z,2023-02-13T09:48:21Z,4029493265,212,29.3,4029493267,213,5.9,4029493259,56,Right,4029493261,140,88.2,4030477975,178,,4029493263,141,10.9,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212033,114,1,1,13,7,2b57rbw94i9ohnbch52owvqtq,1,86,12.7,2023-02-12T18:30:48.240Z,2023-02-13T09:48:20Z,4029493301,141,27.3,4029493297,56,Center,4029493303,212,16.7,4030478003,178,,4029493305,213,2.5,4029493299,140,73.2,,,,,,,17x4fqsde2cdp2s9q5odmkr8p,K. Arase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212049,115,1,1,13,8,2b57rbw94i9ohnbch52owvqtq,0,74.9,23.3,2023-02-12T18:30:49.192Z,2023-02-13T09:48:19Z,4029493393,140,97.4,4029493399,213,0.1,4030478049,178,,4029493391,56,Center,4029493397,212,23.8,4029493395,141,27.9,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212051,103,52,1,13,16,547zzwqbiugzphhnrhj3z5k5i,1,5.7,66,2023-02-12T18:30:57.306Z,2023-02-13T09:48:17Z,4030038523,376,,4030478119,178,,,,,,,,,,,,,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212177,104,1,1,13,29,547zzwqbiugzphhnrhj3z5k5i,1,15.6,31.9,2023-02-12T18:31:10.366Z,2023-02-13T09:48:17Z,4029494055,56,Center,4029494057,140,61.5,4029494065,1,,4029494063,213,0.1,4029494059,141,36.9,4029494053,199,,4029494061,212,48.3,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212179,105,1,1,13,32,547zzwqbiugzphhnrhj3z5k5i,0,53.2,38.2,2023-02-12T18:31:13.231Z,2023-02-13T09:48:16Z,4029494177,233,116,4029494081,212,7.9,4029494075,140,60.3,4029494175,236,,4029494073,56,Center,4030478191,178,,4029494181,286,,4029494077,141,34.3,az21s916gcylcjy5riyia9239,J. Vossen,4029494085,213,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,
2507212189,116,74,1,13,32,2b57rbw94i9ohnbch52owvqtq,1,47.6,64.1,2023-02-12T18:31:13.298Z,2023-02-13T09:48:15Z,4029494193,233,105,4030478227,178,,4029494139,56,Back,4029494141,285,,,,,,,,,,,,,,b81lneik0objvk15uf6m4cewa,P. Dwomoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212207,117,49,1,13,33,2b57rbw94i9ohnbch52owvqtq,1,44.7,61.6,2023-02-12T18:31:13.954Z,2023-02-13T09:48:15Z,,,,,,,,,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212219,118,1,1,13,35,2b57rbw94i9ohnbch52owvqtq,1,44.4,74.3,2023-02-12T18:31:15.975Z,2023-02-13T09:48:13Z,4029494313,140,37.3,4029494319,213,2.2,4029494309,56,Back,4029494317,212,12.1,4030478379,178,,4029494315,141,88.3,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212223,119,1,1,13,36,2b57rbw94i9ohnbch52owvqtq,0,38.8,90.4,2023-02-12T18:31:17.074Z,2023-02-13T09:48:13Z,4029494343,213,5.9,4029494339,141,69.3,4029494341,212,39.0,4029494333,157,,4029494335,56,Center,4030478435,178,,4029494337,140,73.3,4029494345,1,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212247,106,1,1,13,39,547zzwqbiugzphhnrhj3z5k5i,1,28.3,34.6,2023-02-12T18:31:19.886Z,2023-02-13T09:48:12Z,4029494473,213,3.3,4029494465,56,Back,4029494467,140,7.9,4029494471,212,21.6,4030478483,178,,4029494469,141,30.6,4029494463,3,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212251,107,49,1,13,42,547zzwqbiugzphhnrhj3z5k5i,1,8.1,30.4,2023-02-12T18:31:22.822Z,2023-02-13T09:48:12Z,,,,,,,,,,,,,,,,,,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212289,108,1,1,13,42,547zzwqbiugzphhnrhj3z5k5i,1,8.1,29.9,2023-02-12T18:31:22.892Z,2023-02-13T09:48:12Z,4029494677,140,19.4,4029494675,56,Back,4029494679,141,15.0,4029494683,213,5.6,4029494681,212,15.6,4030478551,178,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212337,109,1,1,13,46,547zzwqbiugzphhnrhj3z5k5i,1,20.7,12,2023-02-12T18:31:27.272Z,2023-02-13T09:48:10Z,4029494987,140,10.7,4029494985,56,Back,4029494989,141,48.7,4029494991,212,27.1,4029494993,213,2.0,4030478591,178,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212349,110,1,1,13,54,547zzwqbiugzphhnrhj3z5k5i,1,10.6,36,2023-02-12T18:31:35.300Z,2023-02-13T09:48:08Z,4029495063,213,5.7,4030478619,178,,4029495059,141,10.3,4029495061,212,31.6,4029495055,56,Back,4029495057,140,35.7,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212351,111,1,1,13,56,547zzwqbiugzphhnrhj3z5k5i,0,36.3,8,2023-02-12T18:31:37.133Z,2023-02-13T09:48:07Z,4029495075,140,30.5,4029495077,141,24.3,4030478651,178,,4029495081,213,2.1,4029495079,212,12.6,4029495073,56,Back,,,,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212365,120,49,1,13,58,2b57rbw94i9ohnbch52owvqtq,1,68.4,79.2,2023-02-12T18:31:39.169Z,2023-02-13T09:48:07Z,,,,,,,,,,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212397,121,3,1,14,1,2b57rbw94i9ohnbch52owvqtq,0,79,92.2,2023-02-12T18:31:42.321Z,2023-02-13T09:48:05Z,4029495357,56,Left,4029495415,211,,4029495359,286,,4030478759,178,,4030040021,465,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212401,112,12,1,14,4,547zzwqbiugzphhnrhj3z5k5i,1,3.6,12.3,2023-02-12T18:31:44.661Z,2023-02-13T09:48:05Z,4029495379,140,7.6,4029495383,212,10.2,4029495431,167,,4029495381,141,0.0,4029495377,56,Back,4030478819,389,,4029495385,213,5.1,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212407,113,5,1,14,4,547zzwqbiugzphhnrhj3z5k5i,0,5.6,-1.6,2023-02-12T18:31:45.324Z,2023-02-13T07:10:59Z,4029495419,347,,4029495417,56,Back,4029496157,233,122,,,,,,,,,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212513,122,5,1,14,4,2b57rbw94i9ohnbch52owvqtq,1,94.4,101.6,2023-02-12T18:31:45.324Z,2023-02-13T07:10:59Z,4029496145,347,,4029496153,233,113,4029496143,56,Left,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212533,123,1,1,14,28,2b57rbw94i9ohnbch52owvqtq,1,90.5,100,2023-02-12T18:32:09.249Z,2023-02-13T09:48:04Z,4029496281,140,93.6,4029496283,141,79.4,4029496279,56,Left,4029496285,212,15.5,4029496277,107,,4029496287,213,4.9,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212537,124,61,1,14,31,2b57rbw94i9ohnbch52owvqtq,0,89,79,2023-02-12T18:32:11.738Z,2023-02-13T09:25:44Z,4030478969,21,,4030478971,178,,4029496303,56,Left,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212547,114,12,1,14,32,547zzwqbiugzphhnrhj3z5k5i,1,10.1,24.6,2023-02-12T18:32:12.679Z,2023-02-13T09:48:04Z,4029496371,140,10.3,4029496373,141,28.8,4029496383,15,,4029496375,212,2.9,4029496369,56,Back,4029496377,213,1.5,4030479035,388,,,,,6w1hily3yj7vvidhhgi4fqdat,T. Derijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212549,125,1,1,14,33,2b57rbw94i9ohnbch52owvqtq,0,87.7,76.9,2023-02-12T18:32:13.804Z,2023-02-13T09:48:03Z,4029496397,212,7.5,4029496395,141,71.5,4029496393,140,93.9,4029496399,213,5.8,4029496389,3,,4029496391,56,Center,4030479077,388,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212955,128,12,1,14,33,547zzwqbiugzphhnrhj3z5k5i,1,11.4,28.2,2023-02-12T18:32:14.293Z,2023-02-13T09:48:03Z,4029498959,141,25.6,4029498961,212,2.8,4030479145,178,,4029498963,213,5.6,4029498957,140,13.5,4029498965,15,,4029498955,56,Back,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507230415,446,61,1,14,33,2b57rbw94i9ohnbch52owvqtq,1,88.9,72.5,2023-02-12T18:32:14.312Z,2023-02-13T09:48:02Z,4030479221,15,,4029600895,56,Center,4030479223,178,,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507311511,932,61,1,14,35,2b57rbw94i9ohnbch52owvqtq,0,87.1,78.4,2023-02-12T18:32:15.581Z,2023-02-13T09:48:02Z,4030479299,178,,4030041823,56,Center,,,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212573,115,1,1,14,35,547zzwqbiugzphhnrhj3z5k5i,0,15.1,21.7,2023-02-12T18:32:16.460Z,2023-02-13T09:48:01Z,4029496589,1,,4029496579,56,Back,4029496583,141,37.1,4029496581,140,41.7,4029496577,157,,4029496587,213,0.4,4030479321,178,,4029496585,212,29.8,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212575,126,43,1,14,38,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-12T18:32:19.269Z,2023-02-12T22:24:33Z,4029496601,212,2.7,4029496599,141,75.3,4029496593,3,0,4029496597,140,91.9,4029496603,213,1.9,4030043267,144,1,4029496595,56,Center,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212613,127,1,1,14,40,2b57rbw94i9ohnbch52owvqtq,1,49.8,76.2,2023-02-12T18:32:21.376Z,2023-02-13T09:48:00Z,4029496875,140,24.4,4029496877,141,56.3,4030479341,178,,4029496881,213,3.6,4029496873,56,Back,4029496879,212,29.9,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212659,128,1,1,14,46,2b57rbw94i9ohnbch52owvqtq,0,24.6,51.7,2023-02-12T18:32:26.803Z,2023-02-13T09:48:00Z,4029497163,213,0.2,4029497153,157,,4029497161,212,55.1,4029497159,141,69.3,4029497155,56,Center,4030479359,178,,4029497165,1,,4029497157,140,75.8,99eumu17h5sxriw5vfczvdb6d,G. Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212649,116,44,1,14,49,547zzwqbiugzphhnrhj3z5k5i,1,27.9,26.2,2023-02-12T18:32:30.166Z,2023-02-13T09:47:59Z,4029497191,233,129,4029497107,56,Back,4029497109,285,,,,,,,,,,,,,,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212661,129,44,1,14,49,2b57rbw94i9ohnbch52owvqtq,0,72.1,73.8,2023-02-12T18:32:30.167Z,2023-02-13T09:47:59Z,4029497181,56,Center,4029497201,233,116,4029497183,286,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212653,117,1,1,14,49,547zzwqbiugzphhnrhj3z5k5i,0,27.2,26.2,2023-02-12T18:32:30.184Z,2023-02-13T09:47:58Z,4029497125,56,Back,4029497133,213,0.5,4029497131,212,9.9,4029497127,140,35.6,4029497123,3,,4030479397,388,,4029497129,141,32.8,,,,4ju2soyxqa6hu0oo007ej8wdl,K. Fila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212675,130,1,1,14,50,2b57rbw94i9ohnbch52owvqtq,1,68.2,67.6,2023-02-12T18:32:31.248Z,2023-02-13T09:47:58Z,4030479479,388,,4029497293,212,9.4,4029497289,140,77.1,4029497291,141,69.1,4029497285,3,,4029497287,56,Center,4029497295,213,0.1,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212693,131,1,1,14,52,2b57rbw94i9ohnbch52owvqtq,1,75.6,66.2,2023-02-12T18:32:32.545Z,2023-02-13T09:47:57Z,4029497393,56,Center,4029497399,212,7.1,4030044167,3,,4030479513,178,,4029497397,141,60.5,4029497401,213,3.7,4029497395,140,69.9,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212705,132,1,1,14,53,2b57rbw94i9ohnbch52owvqtq,0,78.5,51.7,2023-02-12T18:32:34.409Z,2023-02-13T09:47:56Z,4029497437,56,Center,4029497447,213,1.8,4030479585,178,,4029497441,141,54.8,4029497439,140,78.1,4029497443,212,2.1,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212667,118,8,1,14,54,547zzwqbiugzphhnrhj3z5k5i,1,17.2,53.2,2023-02-12T18:32:34.735Z,2023-02-13T09:47:55Z,4029497253,56,Back,4030479611,178,,4030044557,385,,,,,,,,,,,,,,,,,8xr7cy8cy89qfxyi1n3egt82c,N. Dismas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212679,119,1,1,14,54,547zzwqbiugzphhnrhj3z5k5i,1,20.9,52.5,2023-02-12T18:32:35.233Z,2023-02-13T09:47:55Z,4029497313,56,Back,4029497319,212,8.2,4029497321,213,0.7,4030479659,178,,4029497317,141,60.6,4029497315,140,26.7,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212683,120,49,1,14,55,547zzwqbiugzphhnrhj3z5k5i,1,21.7,62.5,2023-02-12T18:32:36.323Z,2023-02-13T09:47:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212711,121,1,1,14,56,547zzwqbiugzphhnrhj3z5k5i,1,23.3,60.5,2023-02-12T18:32:37.063Z,2023-02-13T09:47:54Z,4029497487,212,23.7,4029497485,141,72.9,4030479729,178,,4029497483,140,44.4,4029497489,213,0.4,4029497481,56,Back,,,,,,,5f13ro5hgmago2bmqtzjw5ey,A. Fadera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212735,122,1,1,14,59,547zzwqbiugzphhnrhj3z5k5i,1,42.6,72.9,2023-02-12T18:32:39.772Z,2023-02-13T09:47:53Z,4029497619,155,,4029497623,140,34.5,4029497629,213,4.5,4029497621,56,Back,4029497631,1,,4029497627,212,40.9,4029497625,141,14.1,4030479749,178,,az21s916gcylcjy5riyia9239,J. Vossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212765,123,1,1,15,2,547zzwqbiugzphhnrhj3z5k5i,1,39.3,11.8,2023-02-12T18:32:42.616Z,2023-02-13T09:47:52Z,4029497789,212,11.2,4029497791,213,1.7,4029497783,56,Back,4029497787,141,28.2,4029497785,140,38.1,4030435879,178,,,,,,,,2s28r7f625hrj5fioyxn6apd5,A. Ciranni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212783,124,1,1,15,6,547zzwqbiugzphhnrhj3z5k5i,0,48.5,10.2,2023-02-12T18:32:47.461Z,2023-02-13T09:47:51Z,4029497965,213,0.5,4029497955,140,74.1,4030435961,178,,4029497961,212,30.9,4029497959,141,32.5,4029497949,155,,4029497951,56,Center,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212791,125,44,1,15,8,547zzwqbiugzphhnrhj3z5k5i,1,74.9,21.4,2023-02-12T18:32:49.302Z,2023-02-13T09:47:50Z,4029498003,286,,4029498045,233,133,4029498001,56,Center,,,,,,,,,,,,,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212793,133,44,1,15,8,2b57rbw94i9ohnbch52owvqtq,0,25.1,78.6,2023-02-12T18:32:49.303Z,2023-02-13T09:47:50Z,4029498015,285,,4029498013,56,Back,4029498065,233,125,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507312925,910,1,1,15,8,547zzwqbiugzphhnrhj3z5k5i,0,75.1,19.5,2023-02-12T18:32:49.309Z,2023-02-13T09:47:49Z,4030048475,213,1.6,4030436125,388,,4030048469,140,73.9,4030048471,141,45.0,4030048467,56,Center,4030048465,3,,4030048473,212,17.4,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212805,134,49,1,15,10,2b57rbw94i9ohnbch52owvqtq,1,19.2,60.8,2023-02-12T18:32:51.541Z,2023-02-13T09:47:49Z,,,,,,,,,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212813,135,1,1,15,11,2b57rbw94i9ohnbch52owvqtq,0,19.4,60.5,2023-02-12T18:32:51.599Z,2023-02-13T09:47:49Z,4029498157,212,30.1,4029498155,141,75.4,4029498145,157,,4029498159,213,0.3,4029498149,56,Back,4029498153,140,46.4,4029498161,1,,4030436281,178,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212797,126,43,1,15,11,547zzwqbiugzphhnrhj3z5k5i,1,0,0,2023-02-12T18:32:52.052Z,2023-02-12T18:33:41Z,4029498043,213,1.5,4029498033,3,0,4029498041,212,9.3,4029500235,144,1,4029498039,141,46.1,4029498035,56,Center,4029498037,140,75.0,,,,a375qgbjxnpucpz3hprf2fkr9,C. Brüls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213301,146,43,1,15,12,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-12T18:32:53.485Z,2023-02-12T22:26:49Z,4029500919,3,0,4029500923,140,23.2,4029500927,212,5.7,4029500929,213,4.3,4030047941,144,1,4029500921,56,Back,4029500925,141,60.0,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212825,127,1,1,15,13,547zzwqbiugzphhnrhj3z5k5i,0,53.3,17.2,2023-02-12T18:32:53.975Z,2023-02-13T09:47:48Z,4029498205,141,45.2,4030436353,178,,4029498207,212,22.0,4029498201,56,Center,4029498209,213,1.0,4029498199,3,,4029498203,140,63.8,,,,bhn5mxfek9byb7m8sovpizzkl,R. Vormer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212855,136,1,1,15,16,2b57rbw94i9ohnbch52owvqtq,1,40.2,45.7,2023-02-12T18:32:57.523Z,2023-02-13T09:47:47Z,4029498405,140,44.3,4029498407,141,31.3,4030436451,178,,4029498411,213,5.1,4029498409,212,10.7,4029498403,56,Back,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212873,137,1,1,15,18,2b57rbw94i9ohnbch52owvqtq,1,45.9,35.3,2023-02-12T18:32:58.611Z,2023-02-13T09:47:47Z,4029498517,56,Back,4030436609,388,,4029498533,213,4.2,4029498525,141,17.4,4029498529,212,14.2,4029498521,140,38.9,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212929,138,1,1,15,22,2b57rbw94i9ohnbch52owvqtq,1,33.8,14.8,2023-02-12T18:33:02.818Z,2023-02-13T09:47:46Z,4029498841,213,0.7,4029498833,56,Back,4029498839,212,12.3,4029498835,140,42.6,4029498837,141,26.8,4030436697,178,,,,,,,,17x4fqsde2cdp2s9q5odmkr8p,K. Arase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212953,139,1,1,15,27,2b57rbw94i9ohnbch52owvqtq,1,37.6,48.4,2023-02-12T18:33:07.797Z,2023-02-13T09:47:43Z,4029498947,141,82.0,4029498945,140,36.9,4029498943,56,Back,4029498949,212,22.9,4029498951,213,1.6,4030436761,178,,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507212983,140,1,1,15,30,2b57rbw94i9ohnbch52owvqtq,1,37.4,82.6,2023-02-12T18:33:11.411Z,2023-02-13T09:47:42Z,4029499101,213,4.4,4029499095,140,31.3,4030436955,178,,4029499097,141,55.7,4029499091,56,Back,4029499099,212,19.4,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213063,141,1,1,15,33,2b57rbw94i9ohnbch52owvqtq,1,27.2,43.1,2023-02-12T18:33:14.529Z,2023-02-13T09:47:41Z,4029499393,56,Back,4029499399,212,28.0,4029499401,213,5.6,4029499395,140,47.7,4029499397,141,16.7,4030436983,178,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213067,142,1,1,15,39,2b57rbw94i9ohnbch52owvqtq,0,64.1,19.6,2023-02-12T18:33:19.979Z,2023-02-13T09:47:38Z,4029499421,140,100.0,4030437023,178,,4029499419,56,Right,4029499423,141,19.8,4029499429,1,,4029499425,212,39.6,4029499427,213,0.0,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213083,129,5,1,15,42,547zzwqbiugzphhnrhj3z5k5i,1,-1.5,80.8,2023-02-12T18:33:23.507Z,2023-02-13T05:55:29Z,4029499493,346,,4029499503,233,143,4029499491,56,Back,,,,,,,,,,,,,,,,77wkqbxkqix367lc0ccnym86h,A. Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213075,143,5,1,15,42,2b57rbw94i9ohnbch52owvqtq,0,101.5,19.2,2023-02-12T18:33:23.507Z,2023-02-13T05:55:29Z,4029499509,233,129,4029499465,346,,4029499463,56,Right,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213243,130,1,1,15,57,547zzwqbiugzphhnrhj3z5k5i,0,3.4,57.9,2023-02-12T18:33:38.087Z,2023-02-13T09:47:37Z,4029500465,155,,4029500479,74,,4029500633,189,,4029500475,213,0.5,4029500469,140,48.1,4029500473,212,53.1,4029500467,56,Back,4029500471,141,94.5,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,4029500477,1,4029500463,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213245,144,1,1,16,1,2b57rbw94i9ohnbch52owvqtq,0,47.9,17.2,2023-02-12T18:33:42.046Z,2023-02-13T09:47:37Z,4029500555,189,,4029500485,141,0.0,4030437295,178,,4029500487,212,13.6,4029500481,56,Right,4029500489,213,5.0,4029500483,140,51.5,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507213257,131,5,1,16,3,547zzwqbiugzphhnrhj3z5k5i,1,48.2,101.8,2023-02-12T18:33:43.648Z,2023-02-13T05:56:18Z,4029500559,56,Back,4029500561,347,,4029500583,189,,4029500599,233,145,,,,,,,,,,,,,59doy2i09c6fgoh7w9m3l5tcl,S. Bossut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
